,,,,,,,,,,
编号,名称,类型,属性,HP,攻击,防御,特攻,特防,速度,图片链接
938,Tadbulb,Electric, ,61,31,41,59,35,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png
939,Bellibolt,Electric, ,109,64,91,103,83,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png
940,Wattrel,Electric,Flying,40,40,35,55,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png
941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png
942,Maschiff,Dark, ,60,78,60,40,51,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png
943,Mabosstiff,Dark, ,80,120,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png
944,Shroodle,Poison,Normal,40,65,35,40,35,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png
945,Grafaiai,Poison,Normal,63,95,65,80,72,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png
946,Bramblin,Grass,Ghost,40,65,30,45,35,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png
948,Toedscool,Ground,Grass,40,40,35,50,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png
949,Toedscruel,Ground,Grass,80,70,65,80,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png
950,Klawf,Rock, ,70,100,115,35,55,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png
951,Capsakid,Grass, ,50,62,40,62,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png
952,Scovillain,Grass,Fire,65,108,65,108,65,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png
953,Rellor,Bug, ,41,50,60,31,58,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png
954,Rabsca,Bug,Psychic,75,50,85,115,100,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png
955,Flittle,Psychic, ,30,35,30,55,30,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png
956,Espathra,Psychic, ,95,60,60,101,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png
960,Wiglett,Water, ,10,55,25,35,25,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png
961,Wugtrio,Water, ,35,100,50,50,70,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png
963,Finizen,Water, ,70,45,40,45,40,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png
964,Zero Form,Water, ,100,70,72,53,62,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero-form.png
964,Hero Form,Water, ,100,160,97,106,87,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero-form.png
965,Varoom,Steel,Poison,45,70,63,30,45,47,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png
966,Revavroom,Steel,Poison,80,119,90,54,67,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png
968,Orthworm,Steel, ,70,85,145,60,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png
969,Glimmet,Rock,Poison,48,35,42,105,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png
970,Glimmora,Rock,Poison,83,55,90,130,81,86,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png
971,Greavard,Ghost, ,50,61,60,30,55,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png
972,Houndstone,Ghost, ,72,101,100,50,97,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png
974,Cetoddle,Ice, ,108,68,45,30,40,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png
975,Cetitan,Ice, ,170,113,65,45,55,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png
976,Veluza,Water,Psychic,90,102,73,78,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png
977,Dondozo,Water, ,150,100,115,65,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png
978,Curly Form,Dragon,Water,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly-form.png
978,Droopy Form,Dragon,Water,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy-form.png
978,Stretchy Form,Dragon,Water,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy-form.png
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png
980,Clodsire,Poison,Ground,130,75,60,45,100,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png
982,Two-Segment Form,Normal, ,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment-form.png
982,Three-Segment Form,Normal, ,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment-form.png
983,Kingambit,Dark,Steel,100,135,120,60,85,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png
984,Great Tusk,Ground,Fighting,115,131,131,53,53,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png
985,Scream Tail,Fairy,Psychic,115,65,99,65,115,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png
986,Brute Bonnet,Grass,Dark,111,127,99,79,99,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png
987,Flutter Mane,Ghost,Fairy,55,55,55,135,135,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png
988,Slither Wing,Bug,Fighting,85,135,79,85,105,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png
989,Sandy Shocks,Electric,Ground,85,81,97,121,85,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png
990,Iron Treads,Ground,Steel,90,112,120,72,70,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png
991,Iron Bundle,Ice,Water,56,80,114,124,60,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png
992,Iron Hands,Fighting,Electric,154,140,108,50,68,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png
993,Iron Jugulis,Dark,Flying,94,80,86,122,80,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png
994,Iron Moth,Fire,Poison,80,70,60,140,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png
995,Iron Thorns,Rock,Electric,100,134,110,70,84,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png
999,Chest Form,Ghost, ,45,30,70,75,70,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest-form.png
999,Roaming Form,Ghost, ,45,30,25,75,45,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming-form.png
1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png
1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png
1002,Chien-Pao,Dark,Ice,80,120,80,90,65,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png
1003,Ting-Lu,Dark,Ground,155,110,125,55,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png
1004,Chi-Yu,Dark,Fire,55,80,80,135,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png
1005,Roaring Moon,Dragon,Dark,105,139,71,55,101,119,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png
1006,Iron Valiant,Fairy,Fighting,74,130,90,120,60,116,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png
1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png
1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png
1009,Walking Wake,Water,Dragon,99,83,91,125,83,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png
1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png
1011,Dipplin,Grass,Dragon,80,80,110,95,80,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/dipplin.png
1012,Poltchageist,Grass,Ghost,40,45,45,74,54,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/poltchageist.png
1013,Sinistcha,Grass,Ghost,71,60,106,121,80,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistcha.png
1014,Okidogi,Poison,Fighting,88,128,115,58,86,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/okidogi.png
1015,Munkidori,Poison,Psychic,88,75,66,130,90,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/munkidori.png
1016,Fezandipiti,Poison,Fairy,88,91,82,70,125,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/fezandipiti.png
1017,Teal Mask,Grass, ,80,120,84,60,96,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-teal-mask.png
1017,Wellspring Mask,Grass,Water,80,120,84,60,96,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-wellspring-mask.png
1017,Hearthflame Mask,Grass,Fire,80,120,84,60,96,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-hearthflame-mask.png
1017,Cornerstone Mask,Grass,Rock,80,120,84,60,96,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-cornerstone-mask.png
1018,Archaludon,Steel,Dragon,90,105,130,125,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/archaludon.png
1019,Hydrapple,Grass,Dragon,106,80,110,120,80,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydrapple.png
1020,Gouging Fire,Fire,Dragon,105,115,121,65,93,91,https://img.pokemondb.net/sprites/scarlet-violet/icon/gouging-fire.png
1021,Raging Bolt,Electric,Dragon,125,73,91,137,89,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/raging-bolt.png
1022,Iron Boulder,Rock,Psychic,90,120,80,68,108,124,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-boulder.png
1023,Iron Crown,Steel,Psychic,90,72,100,122,108,98,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-crown.png
1024,Normal Form,Normal, ,90,65,85,65,85,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-normal-form.png
1024,Terastal Form,Normal, ,95,95,110,105,110,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-terastal-form.png
1024,Stellar Form,Normal, ,160,105,110,130,110,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-stellar-form.png
1025,Pecharunt,Poison,Ghost,88,88,160,88,88,88,https://img.pokemondb.net/sprites/scarlet-violet/icon/pecharunt.png
