canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
plusle,Plusle,311,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,https://www.pokemon.com/us/pokedex/plusle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
minun,Minun,312,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,https://www.pokemon.com/us/pokedex/minun,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
volbeat,Volbeat,313,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,https://www.pokemon.com/us/pokedex/volbeat,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
illumise,Illumise,314,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,https://www.pokemon.com/us/pokedex/illumise,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
roselia,Roselia,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,https://www.pokemon.com/us/pokedex/roselia,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
gulpin,Gulpin,316,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,https://www.pokemon.com/us/pokedex/gulpin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
swalot,Swalot,317,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,https://www.pokemon.com/us/pokedex/swalot,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
carvanha,Carvanha,318,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,https://www.pokemon.com/us/pokedex/carvanha,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sharpedo,Sharpedo,319,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,https://www.pokemon.com/us/pokedex/sharpedo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sharpedo-mega,Sharpedo maleega,319,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10070.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png,https://www.pokemon.com/us/pokedex/sharpedo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
wailmer,Wailmer,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,https://www.pokemon.com/us/pokedex/wailmer,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
wailord,Wailord,321,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,https://www.pokemon.com/us/pokedex/wailord,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
numel,Numel,322,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,https://www.pokemon.com/us/pokedex/numel,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
camerupt,Camerupt,323,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,https://www.pokemon.com/us/pokedex/camerupt,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
camerupt-mega,Camerupt maleega,323,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10087.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png,https://www.pokemon.com/us/pokedex/camerupt,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
torkoal,Torkoal,324,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,https://www.pokemon.com/us/pokedex/torkoal,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
spoink,Spoink,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,https://www.pokemon.com/us/pokedex/spoink,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
grumpig,Grumpig,326,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,https://www.pokemon.com/us/pokedex/grumpig,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
spinda,Spinda,327,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,https://www.pokemon.com/us/pokedex/spinda,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
trapinch,Trapinch,328,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,https://www.pokemon.com/us/pokedex/trapinch,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
vibrava,Vibrava,329,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,https://www.pokemon.com/us/pokedex/vibrava,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
flygon,Flygon,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,https://www.pokemon.com/us/pokedex/flygon,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
cacnea,Cacnea,331,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,https://www.pokemon.com/us/pokedex/cacnea,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
