species_slug,species_display_name,dexnum_int,generation,gender_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,color,shape,habitat,generation_name,growth_rate,egg_group1,egg_group2,percent_male,percent_female,evolution_chain_id,genus_en
applin,Applin,840,8,4,255,50,20,0,0,0,Green,Squiggle,Unknown,generation-viii,Slow Then Very femaleast,Plant,Dragon,50.0,50.0,442,Apple Core Pokémon
flapple,Flapple,841,8,4,45,50,20,0,0,0,Green,Wings,Unknown,generation-viii,Slow Then Very femaleast,Plant,Dragon,50.0,50.0,442,Apple Wing Pokémon
appletun,Appletun,842,8,4,45,50,20,0,0,0,Green,Quadruped,Unknown,generation-viii,Slow Then Very femaleast,Plant,Dragon,50.0,50.0,442,Apple Nectar Pokémon
silicobra,Silicobra,843,8,4,255,50,20,0,0,0,Green,Squiggle,Unknown,generation-viii,Medium,Ground,Dragon,50.0,50.0,443,Sand Snake Pokémon
sandaconda,Sandaconda,844,8,4,120,50,20,0,0,0,Green,Squiggle,Unknown,generation-viii,Medium,Ground,Dragon,50.0,50.0,443,Sand Snake Pokémon
cramorant,Cramorant,845,8,4,45,50,20,0,0,0,Blue,Wings,Unknown,generation-viii,Medium,Water1,Flying,50.0,50.0,444,Gulp Pokémon
arrokuda,Arrokuda,846,8,4,255,50,20,0,0,0,Brown,Fish,Unknown,generation-viii,Slow,Water2,Unknown,50.0,50.0,445,Rush Pokémon
barraskewda,Barraskewda,847,8,4,60,50,20,0,0,0,Brown,Fish,Unknown,generation-viii,Slow,Water2,Unknown,50.0,50.0,445,Skewer Pokémon
toxel,Toxel,848,8,4,75,50,25,1,0,0,Purple,Upright,Unknown,generation-viii,Medium Slow,No Eggs,Unknown,50.0,50.0,446,Baby Pokémon
toxtricity,Toxtricity,849,8,4,45,50,25,0,0,0,Purple,Upright,Unknown,generation-viii,Medium Slow,Humanshape,Unknown,50.0,50.0,446,Punk Pokémon
sizzlipede,Sizzlipede,850,8,4,190,50,20,0,0,0,Red,Tentacles,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,447,Radiator Pokémon
centiskorch,Centiskorch,851,8,4,75,50,20,0,0,0,Red,Tentacles,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,447,Radiator Pokémon
clobbopus,Clobbopus,852,8,4,180,50,25,0,0,0,Brown,Tentacles,Unknown,generation-viii,Medium Slow,Water1,Humanshape,50.0,50.0,448,Tantrum Pokémon
grapploct,Grapploct,853,8,4,45,50,25,0,0,0,Blue,Tentacles,Unknown,generation-viii,Medium Slow,Water1,Humanshape,50.0,50.0,448,Jujitsu Pokémon
sinistea,Sinistea,854,8,-1,120,50,20,0,0,0,Purple,Ball,Unknown,generation-viii,Medium,Mineral,Indeterminate,,,449,Black Tea Pokémon
polteageist,Polteageist,855,8,-1,60,50,20,0,0,0,Purple,Ball,Unknown,generation-viii,Medium,Mineral,Indeterminate,,,449,Black Tea Pokémon
hatenna,Hatenna,856,8,8,235,50,20,0,0,0,Pink,Legs,Unknown,generation-viii,Slow,Fairy,Unknown,0.0,100.0,450,Calm Pokémon
hattrem,Hattrem,857,8,8,120,50,20,0,0,0,Pink,Humanoid,Unknown,generation-viii,Slow,Fairy,Unknown,0.0,100.0,450,Serene Pokémon
hatterene,Hatterene,858,8,8,45,50,20,0,0,0,Pink,Blob,Unknown,generation-viii,Slow,Fairy,Unknown,0.0,100.0,450,Silent Pokémon
impidimp,Impidimp,859,8,0,255,50,20,0,0,0,Pink,Humanoid,Unknown,generation-viii,Medium,Fairy,Humanshape,100.0,0.0,451,Wily Pokémon
morgrem,Morgrem,860,8,0,120,50,20,0,0,0,Pink,Humanoid,Unknown,generation-viii,Medium,Fairy,Humanshape,100.0,0.0,451,Devious Pokémon
grimmsnarl,Grimmsnarl,861,8,0,45,50,20,0,0,0,Purple,Humanoid,Unknown,generation-viii,Medium,Fairy,Humanshape,100.0,0.0,451,Bulk Up Pokémon
obstagoon,Obstagoon,862,8,4,45,50,15,0,0,0,Gray,Upright,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,134,Blocking Pokémon
perrserker,Perrserker,863,8,4,90,50,20,0,0,0,Brown,Upright,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,22,Viking Pokémon
cursola,Cursola,864,8,6,30,50,20,0,0,0,White,Arms,Unknown,generation-viii,Fast,Water1,Water3,25.0,75.0,113,Coral Pokémon
sirfetchd,Sirfetch’d,865,8,4,45,50,20,0,0,0,White,Wings,Unknown,generation-viii,Medium,Flying,Ground,50.0,50.0,35,Wild Duck Pokémon
mr-rime,Mr. Rime,866,8,4,45,50,25,0,0,0,Purple,Humanoid,Unknown,generation-viii,Medium,Humanshape,Unknown,50.0,50.0,57,Comedian Pokémon
runerigus,Runerigus,867,8,4,90,50,25,0,0,0,Gray,Blob,Unknown,generation-viii,Medium,Mineral,Indeterminate,50.0,50.0,287,Grudge Pokémon
milcery,Milcery,868,8,8,200,50,20,0,0,0,White,Ball,Unknown,generation-viii,Medium,Fairy,Indeterminate,0.0,100.0,452,Cream Pokémon
alcremie,Alcremie,869,8,8,100,50,20,0,0,0,White,Blob,Unknown,generation-viii,Medium,Fairy,Indeterminate,0.0,100.0,452,Cream Pokémon
falinks,Falinks,870,8,-1,45,50,25,0,0,0,Yellow,Heads,Unknown,generation-viii,Medium,Fairy,Mineral,,,453,Formation Pokémon
pincurchin,Pincurchin,871,8,4,75,50,20,0,0,0,Purple,Tentacles,Unknown,generation-viii,Medium,Water1,Indeterminate,50.0,50.0,454,Sea Urchin Pokémon
snom,Snom,872,8,4,190,50,20,0,0,0,White,Squiggle,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,455,Worm Pokémon
frosmoth,Frosmoth,873,8,4,75,50,20,0,0,0,White,Bug Wings,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,455,Frost Moth Pokémon
stonjourner,Stonjourner,874,8,4,60,50,25,0,0,0,Gray,Legs,Unknown,generation-viii,Slow,Mineral,Unknown,50.0,50.0,456,Big Rock Pokémon
eiscue,Eiscue,875,8,4,60,50,25,0,0,0,Blue,Upright,Unknown,generation-viii,Slow,Water1,Ground,50.0,50.0,457,Penguin Pokémon
indeedee,Indeedee,876,8,4,30,140,40,0,0,0,Purple,Upright,Unknown,generation-viii,Fast,Fairy,Unknown,50.0,50.0,458,Emotion Pokémon
morpeko,Morpeko,877,8,4,180,50,10,0,0,0,Yellow,Humanoid,Unknown,generation-viii,Medium,Ground,Fairy,50.0,50.0,459,Two-Sided Pokémon
cufant,Cufant,878,8,4,190,50,25,0,0,0,Yellow,Quadruped,Unknown,generation-viii,Medium,Ground,Mineral,50.0,50.0,460,Copperderm Pokémon
copperajah,Copperajah,879,8,4,90,50,25,0,0,0,Green,Quadruped,Unknown,generation-viii,Medium,Ground,Mineral,50.0,50.0,460,Copperderm Pokémon
dracozolt,Dracozolt,880,8,-1,45,50,35,0,0,0,Green,Upright,Unknown,generation-viii,Slow,No Eggs,Unknown,,,461,Fossil Pokémon
arctozolt,Arctozolt,881,8,-1,45,50,35,0,0,0,Blue,Upright,Unknown,generation-viii,Slow,No Eggs,Unknown,,,462,Fossil Pokémon
dracovish,Dracovish,882,8,-1,45,50,35,0,0,0,Green,Legs,Unknown,generation-viii,Slow,No Eggs,Unknown,,,463,Fossil Pokémon
arctovish,Arctovish,883,8,-1,45,50,35,0,0,0,Blue,Fish,Unknown,generation-viii,Slow,No Eggs,Unknown,,,464,Fossil Pokémon
duraludon,Duraludon,884,8,4,45,50,30,0,0,0,White,Upright,Unknown,generation-viii,Medium,Mineral,Dragon,50.0,50.0,465,Alloy Pokémon
dreepy,Dreepy,885,8,4,45,50,40,0,0,0,Green,Squiggle,Unknown,generation-viii,Slow,Indeterminate,Dragon,50.0,50.0,466,Lingering Pokémon
drakloak,Drakloak,886,8,4,45,50,40,0,0,0,Green,Arms,Unknown,generation-viii,Slow,Indeterminate,Dragon,50.0,50.0,466,Caretaker Pokémon
dragapult,Dragapult,887,8,4,45,50,40,0,0,0,Green,Upright,Unknown,generation-viii,Slow,Indeterminate,Dragon,50.0,50.0,466,Stealth Pokémon
zacian,Zacian,888,8,-1,10,0,120,0,1,0,Blue,Quadruped,Unknown,generation-viii,Slow,No Eggs,Unknown,,,467,Warrior Pokémon
zamazenta,Zamazenta,889,8,-1,10,0,120,0,1,0,Red,Quadruped,Unknown,generation-viii,Slow,No Eggs,Unknown,,,468,Warrior Pokémon
eternatus,Eternatus,890,8,-1,255,0,120,0,1,0,Purple,Wings,Unknown,generation-viii,Slow,No Eggs,Unknown,,,469,Gigantic Pokémon
kubfu,Kubfu,891,8,1,3,50,120,0,1,0,Gray,Upright,Unknown,generation-viii,Slow,No Eggs,Unknown,87.5,12.5,470,Wushu Pokémon
urshifu,Urshifu,892,8,1,3,50,120,0,1,0,Gray,Humanoid,Unknown,generation-viii,Slow,No Eggs,Unknown,87.5,12.5,470,Wushu Pokémon
zarude,Zarude,893,8,-1,3,0,120,0,0,1,Green,Upright,Unknown,generation-viii,Slow,No Eggs,Unknown,,,471,Rogue Monkey Pokémon
regieleki,Regieleki,894,8,-1,3,35,120,0,1,0,Yellow,Humanoid,Unknown,generation-viii,Slow,No Eggs,Unknown,,,472,Electron Pokémon
regidrago,Regidrago,895,8,-1,3,35,120,0,1,0,Green,Humanoid,Unknown,generation-viii,Slow,No Eggs,Unknown,,,473,Dragon Orb Pokémon
glastrier,Glastrier,896,8,-1,3,35,120,0,1,0,White,Quadruped,Unknown,generation-viii,Slow,No Eggs,Unknown,,,474,Wild Horse Pokémon
spectrier,Spectrier,897,8,-1,3,35,120,0,1,0,Black,Quadruped,Unknown,generation-viii,Slow,No Eggs,Unknown,,,475,Swift Horse Pokémon
calyrex,Calyrex,898,8,-1,3,100,120,0,1,0,Green,Humanoid,Unknown,generation-viii,Slow,No Eggs,Unknown,,,476,King Pokémon
wyrdeer,Wyrdeer,899,8,4,135,50,20,0,0,0,Gray,Quadruped,Unknown,generation-viii,Slow,Ground,Unknown,50.0,50.0,120,Big Horn Pokémon
kleavor,Kleavor,900,8,4,115,50,20,0,0,0,Brown,Bug Wings,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,58,Axe Pokémon
ursaluna,Ursaluna,901,8,4,75,50,20,0,0,0,Brown,Quadruped,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,110,Peat Pokémon
basculegion,Basculegion,902,8,4,135,50,20,0,0,0,Green,Fish,Unknown,generation-viii,Medium,Water2,Unknown,50.0,50.0,280,Big Fish Pokémon
sneasler,Sneasler,903,8,4,135,50,20,0,0,0,Gray,Upright,Unknown,generation-viii,Medium Slow,Ground,Unknown,50.0,50.0,109,Free Climb Pokémon
overqwil,Overqwil,904,8,4,135,50,20,0,0,0,Black,Fish,Unknown,generation-viii,Medium,Water2,Unknown,50.0,50.0,106,Pin Cluster Pokémon
enamorus,Enamorus,905,8,8,3,50,20,0,1,0,Pink,Arms,Unknown,generation-viii,Slow,No Eggs,Unknown,0.0,100.0,477,Love-Hate Pokémon
sprigatito,Sprigatito,906,9,1,45,50,20,0,0,0,Green,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Plant,87.5,12.5,478,Grass Cat Pokémon
floragato,Floragato,907,9,1,45,50,20,0,0,0,Green,Upright,Unknown,generation-ix,Medium Slow,Ground,Plant,87.5,12.5,478,Grass Cat Pokémon
meowscarada,Meowscarada,908,9,1,45,50,20,0,0,0,Green,Upright,Unknown,generation-ix,Medium Slow,Ground,Plant,87.5,12.5,478,Magician Pokémon
fuecoco,Fuecoco,909,9,1,45,50,20,0,0,0,Red,Upright,Unknown,generation-ix,Medium Slow,Ground,Unknown,87.5,12.5,479,Fire Croc Pokémon
crocalor,Crocalor,910,9,1,45,50,20,0,0,0,Red,Upright,Unknown,generation-ix,Medium Slow,Ground,Unknown,87.5,12.5,479,Fire Croc Pokémon
skeledirge,Skeledirge,911,9,1,45,50,20,0,0,0,Red,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,87.5,12.5,479,Singer Pokémon
quaxly,Quaxly,912,9,1,45,50,20,0,0,0,White,Upright,Unknown,generation-ix,Medium Slow,Flying,Water1,87.5,12.5,480,Duckling Pokémon
quaxwell,Quaxwell,913,9,1,45,50,20,0,0,0,Blue,Upright,Unknown,generation-ix,Medium Slow,Flying,Water1,87.5,12.5,480,Practicing Pokémon
quaquaval,Quaquaval,914,9,1,45,50,20,0,0,0,Blue,Upright,Unknown,generation-ix,Medium Slow,Flying,Water1,87.5,12.5,480,Dancer Pokémon
lechonk,Lechonk,915,9,4,255,50,15,0,0,0,Gray,Quadruped,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,481,Hog Pokémon
oinkologne,Oinkologne,916,9,0,100,50,15,0,0,0,Gray,Quadruped,Unknown,generation-ix,Medium,Ground,Unknown,100.0,0.0,481,Hog Pokémon
tarountula,Tarountula,917,9,4,255,50,15,0,0,0,White,Armor,Unknown,generation-ix,Slow Then Very femaleast,Bug,Unknown,50.0,50.0,482,String Ball Pokémon
spidops,Spidops,918,9,4,120,50,15,0,0,0,Green,Armor,Unknown,generation-ix,Slow Then Very femaleast,Bug,Unknown,50.0,50.0,482,Trap Pokémon
nymble,Nymble,919,9,4,190,20,20,0,0,0,Gray,Armor,Unknown,generation-ix,Medium,Bug,Unknown,50.0,50.0,483,Grasshopper Pokémon
lokix,Lokix,920,9,4,30,0,20,0,0,0,Gray,Humanoid,Unknown,generation-ix,Medium,Bug,Unknown,50.0,50.0,483,Grasshopper Pokémon
pawmi,Pawmi,921,9,4,190,50,15,0,0,0,Yellow,Quadruped,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,484,Mouse Pokémon
pawmo,Pawmo,922,9,4,80,50,15,0,0,0,Yellow,Upright,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,484,Mouse Pokémon
pawmot,Pawmot,923,9,4,45,50,15,0,0,0,Yellow,Upright,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,484,Hands-On Pokémon
tandemaus,Tandemaus,924,9,-1,150,50,10,0,0,0,White,Heads,Unknown,generation-ix,Fast,Ground,Fairy,,,485,Couple Pokémon
maushold,Maushold,925,9,-1,75,50,10,0,0,0,White,Heads,Unknown,generation-ix,Fast,Ground,Fairy,,,485,Family Pokémon
fidough,Fidough,926,9,4,190,50,20,0,0,0,Yellow,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Mineral,50.0,50.0,486,Puppy Pokémon
dachsbun,Dachsbun,927,9,4,90,50,20,0,0,0,Brown,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Mineral,50.0,50.0,486,Dog Pokémon
smoliv,Smoliv,928,9,4,255,50,20,0,0,0,Green,Legs,Unknown,generation-ix,Medium Slow,Plant,Unknown,50.0,50.0,487,Olive Pokémon
dolliv,Dolliv,929,9,4,120,50,20,0,0,0,Green,Humanoid,Unknown,generation-ix,Medium Slow,Plant,Unknown,50.0,50.0,487,Olive Pokémon
arboliva,Arboliva,930,9,4,45,50,20,0,0,0,Green,Humanoid,Unknown,generation-ix,Medium Slow,Plant,Unknown,50.0,50.0,487,Olive Pokémon
squawkabilly,Squawkabilly,931,9,4,190,50,15,0,0,0,Green,Wings,Unknown,generation-ix,Slow Then Very femaleast,Flying,Unknown,50.0,50.0,488,Parrot Pokémon
nacli,Nacli,932,9,4,255,50,20,0,0,0,Brown,Ball,Unknown,generation-ix,Medium Slow,Mineral,Unknown,50.0,50.0,489,Rock Salt Pokémon
naclstack,Naclstack,933,9,4,120,50,20,0,0,0,Brown,Quadruped,Unknown,generation-ix,Medium Slow,Mineral,Unknown,50.0,50.0,489,Rock Salt Pokémon
garganacl,Garganacl,934,9,4,45,50,20,0,0,0,Brown,Humanoid,Unknown,generation-ix,Medium Slow,Mineral,Unknown,50.0,50.0,489,Rock Salt Pokémon
charcadet,Charcadet,935,9,4,90,50,35,0,0,0,Red,Humanoid,Unknown,generation-ix,Slow,Humanshape,Unknown,50.0,50.0,490,Fire Child Pokémon
armarouge,Armarouge,936,9,4,25,20,35,0,0,0,Red,Humanoid,Unknown,generation-ix,Slow,Humanshape,Unknown,50.0,50.0,490,Fire Warrior Pokémon
ceruledge,Ceruledge,937,9,4,25,20,35,0,0,0,Blue,Humanoid,Unknown,generation-ix,Slow,Humanshape,Unknown,50.0,50.0,490,Fire Blades Pokémon
tadbulb,Tadbulb,938,9,4,190,50,20,0,0,0,Yellow,Ball,Unknown,generation-ix,Medium,Water1,Unknown,50.0,50.0,491,EleTadpole Pokémon
bellibolt,Bellibolt,939,9,4,50,50,20,0,0,0,Green,Humanoid,Unknown,generation-ix,Medium,Water1,Unknown,50.0,50.0,491,EleFrog Pokémon
wattrel,Wattrel,940,9,4,180,50,20,0,0,0,Black,Wings,Unknown,generation-ix,Medium Slow,Water1,Flying,50.0,50.0,492,Storm Petrel Pokémon
kilowattrel,Kilowattrel,941,9,4,90,50,20,0,0,0,Yellow,Wings,Unknown,generation-ix,Medium Slow,Water1,Flying,50.0,50.0,492,Frigatebird Pokémon
maschiff,Maschiff,942,9,4,150,50,20,0,0,0,Brown,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,493,Rascal Pokémon
mabosstiff,Mabosstiff,943,9,4,75,50,20,0,0,0,Gray,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,493,Boss Pokémon
shroodle,Shroodle,944,9,4,190,50,20,0,0,0,Gray,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,494,Toxic Mouse Pokémon
grafaiai,Grafaiai,945,9,4,90,50,20,0,0,0,Gray,Upright,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,494,Toxic Monkey Pokémon
bramblin,Bramblin,946,9,4,190,50,20,0,0,0,Brown,Ball,Unknown,generation-ix,Medium,Plant,Unknown,50.0,50.0,495,Tumbleweed Pokémon
brambleghast,Brambleghast,947,9,4,45,50,20,0,0,0,Brown,Ball,Unknown,generation-ix,Medium,Plant,Unknown,50.0,50.0,495,Tumbleweed Pokémon
toedscool,Toedscool,948,9,4,190,50,20,0,0,0,Yellow,Legs,Unknown,generation-ix,Medium Slow,Plant,Unknown,50.0,50.0,496,Woodear Pokémon
toedscruel,Toedscruel,949,9,4,90,50,20,0,0,0,Black,Tentacles,Unknown,generation-ix,Medium Slow,Plant,Unknown,50.0,50.0,496,Woodear Pokémon
klawf,Klawf,950,9,4,120,50,35,0,0,0,Red,Armor,Unknown,generation-ix,Medium,Water3,Unknown,50.0,50.0,497,Ambush Pokémon
capsakid,Capsakid,951,9,4,190,50,20,0,0,0,Green,Upright,Unknown,generation-ix,Medium,Plant,Unknown,50.0,50.0,498,Spicy Pepper Pokémon
scovillain,Scovillain,952,9,4,75,50,20,0,0,0,Green,Upright,Unknown,generation-ix,Medium,Plant,Unknown,50.0,50.0,498,Spicy Pepper Pokémon
rellor,Rellor,953,9,4,190,50,20,0,0,0,Brown,Armor,Unknown,generation-ix,Fast,Bug,Unknown,50.0,50.0,499,Rolling Pokémon
rabsca,Rabsca,954,9,4,45,50,20,0,0,0,Green,Armor,Unknown,generation-ix,Fast,Bug,Unknown,50.0,50.0,499,Rolling Pokémon
flittle,Flittle,955,9,4,120,50,20,0,0,0,Yellow,Legs,Unknown,generation-ix,Medium Slow,Flying,Unknown,50.0,50.0,500,Frill Pokémon
espathra,Espathra,956,9,4,60,50,20,0,0,0,Yellow,Upright,Unknown,generation-ix,Medium Slow,Flying,Unknown,50.0,50.0,500,Ostrich Pokémon
tinkatink,Tinkatink,957,9,8,190,50,20,0,0,0,Pink,Humanoid,Unknown,generation-ix,Medium Slow,Fairy,Unknown,0.0,100.0,501,Metalsmith Pokémon
tinkatuff,Tinkatuff,958,9,8,90,50,20,0,0,0,Pink,Humanoid,Unknown,generation-ix,Medium Slow,Fairy,Unknown,0.0,100.0,501,Hammer Pokémon
tinkaton,Tinkaton,959,9,8,45,50,20,0,0,0,Pink,Humanoid,Unknown,generation-ix,Medium Slow,Fairy,Unknown,0.0,100.0,501,Hammer Pokémon
wiglett,Wiglett,960,9,4,255,50,20,0,0,0,White,Blob,Unknown,generation-ix,Medium,Water3,Unknown,50.0,50.0,502,Garden Eel Pokémon
wugtrio,Wugtrio,961,9,4,50,50,20,0,0,0,Red,Blob,Unknown,generation-ix,Medium,Water3,Unknown,50.0,50.0,502,Garden Eel Pokémon
bombirdier,Bombirdier,962,9,4,25,50,35,0,0,0,White,Wings,Unknown,generation-ix,Slow,Flying,Unknown,50.0,50.0,503,Item Drop Pokémon
finizen,Finizen,963,9,4,200,50,40,0,0,0,Blue,Fish,Unknown,generation-ix,Slow,Ground,Water2,50.0,50.0,504,Dolphin Pokémon
palafin,Palafin,964,9,4,45,50,40,0,0,0,Blue,Fish,Unknown,generation-ix,Slow,Ground,Water2,50.0,50.0,504,Dolphin Pokémon
varoom,Varoom,965,9,4,190,50,20,0,0,0,Gray,Legs,Unknown,generation-ix,Medium,Mineral,Unknown,50.0,50.0,505,Single-Cyl Pokémon
revavroom,Revavroom,966,9,4,75,50,20,0,0,0,Gray,Legs,Unknown,generation-ix,Medium,Mineral,Unknown,50.0,50.0,505,Multi-Cyl Pokémon
cyclizar,Cyclizar,967,9,4,190,50,30,0,0,0,Green,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,506,Mount Pokémon
orthworm,Orthworm,968,9,4,25,50,35,0,0,0,Pink,Squiggle,Unknown,generation-ix,Slow,Ground,Unknown,50.0,50.0,507,Earthworm Pokémon
glimmet,Glimmet,969,9,4,70,50,30,0,0,0,Blue,Ball,Unknown,generation-ix,Medium Slow,Mineral,Unknown,50.0,50.0,508,Ore Pokémon
glimmora,Glimmora,970,9,4,25,50,30,0,0,0,Blue,Ball,Unknown,generation-ix,Medium Slow,Mineral,Unknown,50.0,50.0,508,Ore Pokémon
greavard,Greavard,971,9,4,120,50,20,0,0,0,White,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,509,Ghost Dog Pokémon
houndstone,Houndstone,972,9,4,60,50,20,0,0,0,White,Quadruped,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,509,Ghost Dog Pokémon
flamigo,Flamigo,973,9,4,100,50,20,0,0,0,Pink,Wings,Unknown,generation-ix,Medium Slow,Flying,Unknown,50.0,50.0,510,Synchronize Pokémon
cetoddle,Cetoddle,974,9,4,150,50,25,0,0,0,White,Upright,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,511,Terra Whale Pokémon
cetitan,Cetitan,975,9,4,50,50,25,0,0,0,White,Upright,Unknown,generation-ix,Medium Slow,Ground,Unknown,50.0,50.0,511,Terra Whale Pokémon
veluza,Veluza,976,9,4,100,50,20,0,0,0,Gray,Fish,Unknown,generation-ix,Fast,Water2,Unknown,50.0,50.0,512,Jettison Pokémon
dondozo,Dondozo,977,9,4,25,50,40,0,0,0,Blue,Fish,Unknown,generation-ix,Slow,Water2,Unknown,50.0,50.0,513,Big Catfish Pokémon
tatsugiri,Tatsugiri,978,9,4,100,50,35,0,0,0,Pink,Fish,Unknown,generation-ix,Medium Slow,Water2,Unknown,50.0,50.0,514,Mimicry Pokémon
annihilape,Annihilape,979,9,4,45,50,20,0,0,0,Gray,Humanoid,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,24,Rage Monkey Pokémon
clodsire,Clodsire,980,9,4,90,50,20,0,0,0,Brown,Quadruped,Unknown,generation-ix,Medium,Water1,Ground,50.0,50.0,96,Spiny Fish Pokémon
farigiraf,Farigiraf,981,9,4,45,50,20,0,0,0,Brown,Quadruped,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,101,Long Neck Pokémon
dudunsparce,Dudunsparce,982,9,4,45,50,20,0,0,0,Yellow,Squiggle,Unknown,generation-ix,Medium,Ground,Unknown,50.0,50.0,103,Land Snake Pokémon
kingambit,Kingambit,983,9,4,25,50,20,0,0,0,Black,Humanoid,Unknown,generation-ix,Medium,Humanshape,Unknown,50.0,50.0,317,Big Blade Pokémon
great-tusk,Great Tusk,984,9,-1,30,0,50,0,0,0,Purple,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,515,Paradox Pokémon
scream-tail,Scream Tail,985,9,-1,50,0,50,0,0,0,Pink,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,516,Paradox Pokémon
brute-bonnet,Brute Bonnet,986,9,-1,50,0,50,0,0,0,Gray,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,517,Paradox Pokémon
flutter-mane,Flutter Mane,987,9,-1,30,0,50,0,0,0,Gray,Wings,Unknown,generation-ix,Slow,No Eggs,Unknown,,,518,Paradox Pokémon
slither-wing,Slither Wing,988,9,-1,30,0,50,0,0,0,Red,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,519,Paradox Pokémon
sandy-shocks,Sandy Shocks,989,9,-1,30,0,50,0,0,0,Gray,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,520,Paradox Pokémon
iron-treads,Iron Treads,990,9,-1,30,0,50,0,0,0,Gray,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,521,Paradox Pokémon
iron-bundle,Iron Bundle,991,9,-1,50,0,50,0,0,0,Red,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,522,Paradox Pokémon
iron-hands,Iron Hands,992,9,-1,50,0,50,0,0,0,Gray,Humanoid,Unknown,generation-ix,Slow,No Eggs,Unknown,,,523,Paradox Pokémon
iron-jugulis,Iron Jugulis,993,9,-1,30,0,50,0,0,0,Blue,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,524,Paradox Pokémon
iron-moth,Iron Moth,994,9,-1,30,0,50,0,0,0,Yellow,Bug Wings,Unknown,generation-ix,Slow,No Eggs,Unknown,,,525,Paradox Pokémon
iron-thorns,Iron Thorns,995,9,-1,30,0,50,0,0,0,Green,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,526,Paradox Pokémon
frigibax,Frigibax,996,9,4,45,50,40,0,0,0,Gray,Upright,Unknown,generation-ix,Slow,Dragon,Mineral,50.0,50.0,527,Ice Fin Pokémon
arctibax,Arctibax,997,9,4,25,50,40,0,0,0,Gray,Upright,Unknown,generation-ix,Slow,Dragon,Mineral,50.0,50.0,527,Ice Fin Pokémon
baxcalibur,Baxcalibur,998,9,4,10,50,40,0,0,0,Gray,Upright,Unknown,generation-ix,Slow,Dragon,Mineral,50.0,50.0,527,Ice Dragon Pokémon
gimmighoul,Gimmighoul,999,9,-1,45,50,50,0,0,0,Brown,Blob,Unknown,generation-ix,Slow,No Eggs,Unknown,,,528,Coin Chest Pokémon
gholdengo,Gholdengo,1000,9,-1,45,50,50,0,0,0,Yellow,Humanoid,Unknown,generation-ix,Slow,No Eggs,Unknown,,,528,Coin Entity Pokémon
wo-chien,Wo-Chien,1001,9,-1,6,0,50,0,1,0,Brown,Squiggle,Unknown,generation-ix,Slow,No Eggs,Unknown,,,529,Ruinous Pokémon
chien-pao,Chien-Pao,1002,9,-1,6,0,50,0,1,0,White,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,530,Ruinous Pokémon
ting-lu,Ting-Lu,1003,9,-1,6,0,50,0,1,0,Brown,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,531,Ruinous Pokémon
chi-yu,Chi-Yu,1004,9,-1,6,0,50,0,1,0,Red,Fish,Unknown,generation-ix,Slow,No Eggs,Unknown,,,532,Ruinous Pokémon
